timestamp,model,tokens,cost,latency
2025-09-08T10:38:59.870363,translation-tr-en,4,0.0,0.473981700000877
2025-09-08T10:39:09.670877,translation-tr-en,3,0.0,0.25929530000030354
2025-09-08T10:56:37.742495,translation-tr-en,2,0.0,0.260873499999434
